panel,site,age,lat,temp,salinity,rugosity,richness,sh_diversity,rugosity_raw,rug1,rug2,age_factor,logrug,ar_bryo,col_asc,sol_asc,sabellids,sponge,open_space,total_cover,ocean,temp_mean,sal_mean,estimate,total_richness
2021_USA-IRL_60d_09,IRL,60,27.46,28.39,33.15,0.701872448,17,2.022499,0.701872448,1.4247603006066423,0.29812755199999996,60,-1.2102338572084546,48,27,0,17,0,1,99,Atlantic,28.386666666666667,32.65,1.4015873015873015,40
2021_USA-IRL_60d_10,IRL,60,27.46,28.39,33.15,0.832828432,17,2.199685,0.832828432,1.2007274986980752,0.167171568,60,-1.7887346406382,33,36,0,14.000000000000002,2,0,100,Atlantic,28.386666666666667,32.65,1.4015873015873015,40
2021_USA-IRL_60d_11,IRL,60,27.46,28.39,33.15,0.751172884,15,2.216609,0.751172884,1.3312514619470741,0.24882711599999996,60,-1.390996936917516,52,22,1,8,0,0,100,Atlantic,28.386666666666667,32.65,1.4015873015873015,40
2021_USA-IRL_60d_12,IRL,60,27.46,28.39,33.15,0.745429139,17,1.854142,0.745429139,1.341509135719472,0.25457086100000004,60,-1.3681760495265771,42,43,0,4,0,0,100,Atlantic,28.386666666666667,32.65,1.4015873015873015,40
2021_USA-IRL_90d_13,IRL,90,27.46,28.4,29.3,0.765966575,17,1.807759,0.765966575,1.3055399969639667,0.23403342500000002,90,-1.4522913319450237,48,34,3,13,0,0,100,Atlantic,28.386666666666667,32.65,1.4015873015873015,40
2021_USA-IRL_90d_14,IRL,90,27.46,28.4,29.3,0.718942629,16,1.770175,0.718942629,1.3909315704243765,0.28105737099999994,90,-1.2691964632279036,37,53,3,1,1,0,100,Atlantic,28.386666666666667,32.65,1.4015873015873015,40
2021_USA-IRL_90d_15,IRL,90,27.46,28.4,29.3,0.618498672,16,1.53273,0.618498672,1.6168183462162713,0.38150132800000003,90,-0.9636409472676157,55,28,0,10,1,0,100,Atlantic,28.386666666666667,32.65,1.4015873015873015,40
2021_USA-IRL_90d_16,IRL,90,27.46,28.4,29.3,0.817087851,13,1.624286,0.817087851,1.2238586080751799,0.18291214899999997,90,-1.6987493015157513,18,51,0,17,0,2,98,Atlantic,28.386666666666667,32.65,1.4015873015873015,40
2021_USA-IRL_90d_17,IRL,90,27.46,28.4,29.3,0.762454156,18,1.98266,0.762454156,1.311554264778642,0.237545844,90,-1.4373946467664056,34,37,3,13,11,0,100,Atlantic,28.386666666666667,32.65,1.4015873015873015,40
2021_USA-IRL_90d_18,IRL,90,27.46,28.4,29.3,0.848173089,16,2.163294,0.848173089,1.1790046312115428,0.151826911,90,-1.8850141504178402,19,29,6,13,0,11,89,Atlantic,28.386666666666667,32.65,1.4015873015873015,40
2021_USA-LIS_30d_01,LIS,30,40.88,25.05,26.3,0.991349333,4,0.8907317,0.991349333,1.0087261540529022,0.008650666999999945,30,-4.750118851184576,0,0,0,0,0,50,50,Atlantic,24.406666666666666,26.766666666666666,1.1857777777777778,13
2021_USA-LIS_30d_02,LIS,30,40.88,25.05,26.3,0.987092376,4,0.9825749,0.987092376,1.013076409375489,0.012907624000000006,30,-4.349937134438873,0,3,0,0,0,23,77,Atlantic,24.406666666666666,26.766666666666666,1.1857777777777778,13
2021_USA-LIS_30d_03,LIS,30,40.88,25.05,26.3,NA,2,0.7207279,NA,NA,NA,30,NA,0,0,0,0,0,51,49,Atlantic,24.406666666666666,26.766666666666666,1.1857777777777778,13
2021_USA-LIS_30d_04,LIS,30,40.88,25.05,26.3,0.997890116,6,0.9229624,0.997890116,1.0021143450227339,0.0021098840000000063,30,-6.161122309308729,0,0,0,0,0,40,60,Atlantic,24.406666666666666,26.766666666666666,1.1857777777777778,13
2021_USA-LIS_30d_05,LIS,30,40.88,25.05,26.3,NA,5,1.4555608,NA,NA,NA,30,NA,4,7.000000000000001,0,0,0,21,79,Atlantic,24.406666666666666,26.766666666666666,1.1857777777777778,13
2021_USA-LIS_30d_06,LIS,30,40.88,25.05,26.3,NA,4,0.9471375,NA,NA,NA,30,NA,3,0,0,0,0,17,83,Atlantic,24.406666666666666,26.766666666666666,1.1857777777777778,13
2021_USA-LIS_60d_07,LIS,60,40.88,25.52,27.2,NA,6,1.3353328,NA,NA,NA,60,NA,0,0,0,0,0,8,92,Atlantic,24.406666666666666,26.766666666666666,1.1857777777777778,13
2021_USA-LIS_60d_08,LIS,60,40.88,25.52,27.2,0.993577873,5,0.9175819,0.993577873,1.00646363729962,0.006422127,60,-5.048005907739565,0,0,0,0,0,22,78,Atlantic,24.406666666666666,26.766666666666666,1.1857777777777778,13
2021_USA-LIS_60d_09,LIS,60,40.88,25.52,27.2,0.983624465,5,1.0194615,0.983624465,1.0166481574855908,0.016375534999999997,60,-4.111966826238807,1,0,0,0,0,28.000000000000004,72,Atlantic,24.406666666666666,26.766666666666666,1.1857777777777778,13
2021_USA-LIS_60d_10,LIS,60,40.88,25.52,27.2,0.987165098,7,1.032571,0.987165098,1.0130017785535608,0.012834902000000037,60,-4.35558710006021,0,0,0,0,0,19,81,Atlantic,24.406666666666666,26.766666666666666,1.1857777777777778,13
2021_USA-LIS_60d_11,LIS,60,40.88,25.52,27.2,0.983694699,5,1.1503924,0.983694699,1.016575570669005,0.01630530100000005,60,-4.116265009316336,0,0,0,0,0,19,81,Atlantic,24.406666666666666,26.766666666666666,1.1857777777777778,13
2021_USA-LIS_60d_12,LIS,60,40.88,25.52,27.2,NA,5,0.803533,NA,NA,NA,60,NA,0,0,0,0,0,11,89,Atlantic,24.406666666666666,26.766666666666666,1.1857777777777778,13
2021_USA-LIS_90d_13,LIS,90,40.88,22.65,26.8,0.969385734,5,1.381901,0.969385734,1.0315810981389995,0.030614265999999946,90,-3.4862891695151976,7.000000000000001,0,0,0,0,20,80,Atlantic,24.406666666666666,26.766666666666666,1.1857777777777778,13
2021_USA-LIS_90d_14,LIS,90,40.88,22.65,26.8,0.980398685,7,1.577843,0.980398685,1.0199932081712246,0.019601314999999953,90,-3.93215862315949,0,0,0,0,0,14.000000000000002,86,Atlantic,24.406666666666666,26.766666666666666,1.1857777777777778,13
2021_USA-LIS_90d_15,LIS,90,40.88,22.65,26.8,0.972625665,7,1.3388163,0.972625665,1.0281447796259828,0.027374334999999972,90,-3.598149383377977,3,0,0,0,0,14.000000000000002,86,Atlantic,24.406666666666666,26.766666666666666,1.1857777777777778,13
2021_USA-LIS_90d_16,LIS,90,40.88,22.65,26.8,0.940248223,5,1.6263744,0.940248223,1.06354893903373,0.059751777000000006,90,-2.817556348026985,7.000000000000001,0,0,0,0,19,81,Atlantic,24.406666666666666,26.766666666666666,1.1857777777777778,13
2021_USA-LIS_90d_17,LIS,90,40.88,22.65,26.8,0.959044755,6,1.6030687,0.959044755,1.0427042062286238,0.04095524500000003,90,-3.1952753938569054,NA,NA,NA,NA,NA,NA,NA,Atlantic,24.406666666666666,26.766666666666666,1.1857777777777778,13
2021_USA-LIS_90d_18,LIS,90,40.88,22.65,26.8,0.938038054,7,1.4741872,0.938038054,1.0660548319290255,0.061961946000000045,90,-2.7812348565670826,0,0,1,0,0,5,95,Atlantic,24.406666666666666,26.766666666666666,1.1857777777777778,13
2021_USA-MDA_30d_01,MDA,30,38.89,29.2,10,0.984181506,2,0.6080451,0.984181506,1.016072740549953,0.015818494000000016,30,-4.146575517128539,0,0,0,0,0,9,91,Atlantic,28.566666666666666,8.806666666666667,1.3861111111111108,3
2021_USA-MDA_30d_02,MDA,30,38.89,29.2,10,0.986539159,2,0.6365142,0.986539159,1.0136445075466083,0.013460841000000001,30,-4.30797047529099,0,0,0,0,0,10,90,Atlantic,28.566666666666666,8.806666666666667,1.3861111111111108,3
2021_USA-MDA_30d_03,MDA,30,38.89,29.2,10,0.982502067,2,0.6866766,0.982502067,1.0178095635497528,0.01749793300000002,30,-4.045672519314423,0,0,0,0,0,12,88,Atlantic,28.566666666666666,8.806666666666667,1.3861111111111108,3
2021_USA-MDA_30d_04,MDA,30,38.89,29.2,10,0.981325371,2,0.5873913,0.981325371,1.0190300073266934,0.018674629000000054,30,-3.980589414291779,0,0,0,0,0,6,94,Atlantic,28.566666666666666,8.806666666666667,1.3861111111111108,3
2021_USA-MDA_30d_05,MDA,30,38.89,29.2,10,0.986697991,2,0.5908422,0.986697991,1.0134813378777823,0.013302009000000004,30,-4.31984020253015,0,0,0,0,0,10,90,Atlantic,28.566666666666666,8.806666666666667,1.3861111111111108,3
2021_USA-MDA_30d_06,MDA,30,38.89,29.2,10,0.986289355,2,0.575786,0.986289355,1.0139012399662368,0.013710644999999966,30,-4.2895827405626825,0,0,0,0,0,1,99,Atlantic,28.566666666666666,8.806666666666667,1.3861111111111108,3
2021_USA-MDA_60d_07,MDA,60,38.89,28.76,8.93,0.98930467,2,0.4181171,0.98930467,1.0108109567500576,0.010695330000000003,60,-4.537948081383818,0,0,0,0,0,5,95,Atlantic,28.566666666666666,8.806666666666667,1.3861111111111108,3
2021_USA-MDA_60d_08,MDA,60,38.89,28.76,8.93,0.988441522,2,0.4423402,0.988441522,1.0116936386652522,0.011558477999999983,60,-4.460336085305618,0,0,0,0,0,1,99,Atlantic,28.566666666666666,8.806666666666667,1.3861111111111108,3
2021_USA-MDA_60d_09,MDA,60,38.89,28.76,8.93,0.985997551,2,0.6534182,0.985997551,1.014201302007088,0.014002449000000028,60,-4.268523036093667,0,0,0,0,0,0,100,Atlantic,28.566666666666666,8.806666666666667,1.3861111111111108,3
2021_USA-MDA_60d_10,MDA,60,38.89,28.76,8.93,0.982947323,2,0.3295441,0.982947323,1.017348515633528,0.017052677000000016,60,-4.0714480787795475,0,0,0,0,0,2,98,Atlantic,28.566666666666666,8.806666666666667,1.3861111111111108,3
2021_USA-MDA_60d_11,MDA,60,38.89,28.76,8.93,NA,2,0.3939589,NA,NA,NA,60,NA,0,0,0,0,0,3,97,Atlantic,28.566666666666666,8.806666666666667,1.3861111111111108,3
2021_USA-MDA_60d_12,MDA,60,38.89,28.76,8.93,0.985317186,2,0.4279825,0.985317186,1.0149016115912952,0.014682814000000044,60,-4.2210775847925275,0,0,0,0,0,2,98,Atlantic,28.566666666666666,8.806666666666667,1.3861111111111108,3
2021_USA-MDA_90d_13,MDA,90,38.89,27.74,7.49,0.980662698,3,0.4655185,0.980662698,1.019718606651846,0.019337301999999945,90,-3.945719302307968,0,0,0,0,0,1,99,Atlantic,28.566666666666666,8.806666666666667,1.3861111111111108,3
2021_USA-MDA_90d_14,MDA,90,38.89,27.74,7.49,0.987746866,2,0.415413,0.987746866,1.012405135791137,0.012253134000000054,90,-4.40197353797734,0,0,0,0,0,4,96,Atlantic,28.566666666666666,8.806666666666667,1.3861111111111108,3
2021_USA-MDA_90d_15,MDA,90,38.89,27.74,7.49,0.986958321,2,0.4101163,0.986958321,1.0132140119015218,0.013041678999999973,90,-4.339604973103477,0,0,0,0,0,2,98,Atlantic,28.566666666666666,8.806666666666667,1.3861111111111108,3
2021_USA-MDA_90d_16,MDA,90,38.89,27.74,7.49,0.987993275,2,0.4049635,0.987993275,1.0121526383871389,0.012006724999999996,90,-4.422288369502246,0,0,0,0,0,0,100,Atlantic,28.566666666666666,8.806666666666667,1.3861111111111108,3
2021_USA-MDA_90d_17,MDA,90,38.89,27.74,7.49,0.984328078,2,0.3511833,0.984328078,1.0159214415907376,0.015671922000000005,90,-4.155884575381379,0,0,0,0,0,2,98,Atlantic,28.566666666666666,8.806666666666667,1.3861111111111108,3
2021_USA-MDA_90d_18,MDA,90,38.89,27.74,7.49,0.985519984,2,0.3295441,0.985519984,1.014692767508609,0.01448001600000004,90,-4.234985787052799,0,0,0,0,0,2,98,Atlantic,28.566666666666666,8.806666666666667,1.3861111111111108,3
2021_USA-MWH_30d_01,MWH,30,41.52,22.69,28,0.773808454,6,1.53828,0.773808454,1.2923094789553695,0.22619154600000002,30,-1.4863730900038474,68,0,6,0,0,18,82,Atlantic,23.096666666666668,28.666666666666668,1.2531746031746032,21
2021_USA-MWH_30d_02,MWH,30,41.52,22.69,28,NA,10,1.872477,NA,NA,NA,30,NA,55,14,9,0,0,15,85,Atlantic,23.096666666666668,28.666666666666668,1.2531746031746032,21
2021_USA-MWH_30d_03,MWH,30,41.52,22.69,28,NA,9,1.706109,NA,NA,NA,30,NA,61,2,7.000000000000001,0,0,19,81,Atlantic,23.096666666666668,28.666666666666668,1.2531746031746032,21
2021_USA-MWH_30d_04,MWH,30,41.52,22.69,28,0.85865598,9,1.654783,0.85865598,1.1646107676324575,0.14134402000000001,30,-1.9565585020692762,67,11,3,0,0,13,87,Atlantic,23.096666666666668,28.666666666666668,1.2531746031746032,21
2021_USA-MWH_30d_05,MWH,30,41.52,22.69,28,0.824625955,9,1.775232,0.824625955,1.2126710224637545,0.17537404499999998,30,-1.7408341860483232,65,2,5,0,0,17,83,Atlantic,23.096666666666668,28.666666666666668,1.2531746031746032,21
2021_USA-MWH_30d_06,MWH,30,41.52,22.69,28,0.840814908,8,1.632528,0.840814908,1.189322394840316,0.15918509199999997,30,-1.8376876531727346,68,2,11,0,0,12,88,Atlantic,23.096666666666668,28.666666666666668,1.2531746031746032,21
2021_USA-MWH_60d_07,MWH,60,41.52,24.21,29,0.632159025,8,1.854586,0.632159025,1.5818804453515474,0.367840975,60,-1.000104567361818,54,12,1,0,0,17,83,Atlantic,23.096666666666668,28.666666666666668,1.2531746031746032,21
2021_USA-MWH_60d_08,MWH,60,41.52,24.21,29,0.676148538,9,1.968169,0.676148538,1.4789649667186,0.32385146200000003,60,-1.1274703189277053,52,12,2,0,0,13,87,Atlantic,23.096666666666668,28.666666666666668,1.2531746031746032,21
2021_USA-MWH_60d_09,MWH,60,41.52,24.21,29,0.684851933,10,1.75116,0.684851933,1.460169639325527,0.315148067,60,-1.1547126966290093,56,13,1,0,1,20,80,Atlantic,23.096666666666668,28.666666666666668,1.2531746031746032,21
2021_USA-MWH_60d_10,MWH,60,41.52,24.21,29,0.774281359,9,1.695421,0.774281359,1.291520179811019,0.22571864100000005,60,-1.4884660066329745,55,15,0,0,1,17,83,Atlantic,23.096666666666668,28.666666666666668,1.2531746031746032,21
2021_USA-MWH_60d_11,MWH,60,41.52,24.21,29,0.577878979,10,1.6103,0.577878979,1.7304661293104417,0.42212102100000004,60,-0.8624632264386874,70,2,0,0,5,9,91,Atlantic,23.096666666666668,28.666666666666668,1.2531746031746032,21
2021_USA-MWH_60d_12,MWH,60,41.52,24.21,29,0.733265417,10,1.837598,0.733265417,1.36376266603611,0.26673458299999997,60,-1.3215011861593569,61,17,0,0,1,11,89,Atlantic,23.096666666666668,28.666666666666668,1.2531746031746032,21
2021_USA-MWH_90d_13,MWH,90,41.52,22.39,29,0.824151733,11,2.049689,0.824151733,1.2133688008637604,0.175848267,90,-1.7381337751007546,28,9,2,0,5,11,89,Atlantic,23.096666666666668,28.666666666666668,1.2531746031746032,21
2021_USA-MWH_90d_14,MWH,90,41.52,22.39,29,0.789049094,12,2.190189,0.789049094,1.2673482646442276,0.210950906,90,-1.5561298455644113,33,12,1,0,6,6,94,Atlantic,23.096666666666668,28.666666666666668,1.2531746031746032,21
2021_USA-MWH_90d_15,MWH,90,41.52,22.39,29,0.842220231,12,2.353687,0.842220231,1.1873378995095643,0.15777976900000001,90,-1.8465550853801516,29,17,2,0,5,16,84,Atlantic,23.096666666666668,28.666666666666668,1.2531746031746032,21
2021_USA-MWH_90d_16,MWH,90,41.52,22.39,29,0.679574503,14,2.061878,0.679574503,1.4715090039215317,0.320425497,90,-1.1381054883024604,49,12,1,0,4,7.000000000000001,93,Atlantic,23.096666666666668,28.666666666666668,1.2531746031746032,21
2021_USA-MWH_90d_17,MWH,90,41.52,22.39,29,0.788420601,12,2.064557,0.788420601,1.2683585369682648,0.211579399,90,-1.5531549419606745,42,7,4,0,2,11,89,Atlantic,23.096666666666668,28.666666666666668,1.2531746031746032,21
2021_USA-MWH_90d_18,MWH,90,41.52,22.39,29,0.820848034,12,2.129385,0.820848034,1.2182522934567936,0.17915196600000005,90,-1.7195208612472912,40,10,2,0,6,7.000000000000001,93,Atlantic,23.096666666666668,28.666666666666668,1.2531746031746032,21
2021_USA-SBH_30d_01,SBH,30,34.41,18.43,33,0.995589925,11,1.720785,0.995589925,1.0044296099119323,0.004410075000000013,30,-5.423863582865272,2,0,2,0,0,65,35,Pacific,17.906666666666666,33,1.1019841269841266,20
2021_USA-SBH_30d_02,SBH,30,34.41,18.43,33,0.997042616,11,1.689931,0.997042616,1.0029661560624807,0.0029573840000000073,30,-5.82345018519709,0,0,0,0,1,76,24,Pacific,17.906666666666666,33,1.1019841269841266,20
2021_USA-SBH_30d_03,SBH,30,34.41,18.43,33,0.995147534,10,2.030809,0.995147534,1.0048761272416518,0.004852466,30,-5.3282682496432345,2,0,0,0,0,71,29,Pacific,17.906666666666666,33,1.1019841269841266,20
2021_USA-SBH_30d_04,SBH,30,34.41,18.43,33,0.997223302,9,1.160186,0.997223302,1.0027844295198791,0.002776698000000022,30,-5.8864928270213515,1,0,0,0,0,84,16,Pacific,17.906666666666666,33,1.1019841269841266,20
2021_USA-SBH_30d_05,SBH,30,34.41,18.43,33,0.998399618,10,1.875122,0.998399618,1.0016029473280508,0.0016003820000000113,30,-6.43751292823264,3,0,0,0,0,82,18,Pacific,17.906666666666666,33,1.1019841269841266,20
2021_USA-SBH_30d_06,SBH,30,34.41,18.43,33,0.99484024,9,1.769036,0.99484024,1.005186521204651,0.005159759999999958,30,-5.26686521219828,0,0,0,0,0,82,18,Pacific,17.906666666666666,33,1.1019841269841266,20
2021_USA-SBH_60d_07,SBH,60,34.41,17.88,33,0.723293886,11,1.577051,0.723293886,1.382563878052745,0.276706114,60,-1.2847992963003767,6,0,2,0,0,13,87,Pacific,17.906666666666666,33,1.1019841269841266,20
2021_USA-SBH_60d_08,SBH,60,34.41,17.88,33,0.929864407,9,1.767154,0.929864407,1.0754256131023199,0.07013559300000005,60,-2.6573248677239816,33,0,0,0,1,16,84,Pacific,17.906666666666666,33,1.1019841269841266,20
2021_USA-SBH_60d_09,SBH,60,34.41,17.88,33,0.964862669,12,2.0421,0.964862669,1.0364169245312569,0.03513733100000005,60,-3.3484911524373238,10,0,0,0,2,25,75,Pacific,17.906666666666666,33,1.1019841269841266,20
2021_USA-SBH_60d_10,SBH,60,34.41,17.88,33,0.989205633,10,1.954773,0.989205633,1.0109121568255364,0.010794367000000027,60,-4.528730854993107,1,0,0,0,6,37,63,Pacific,17.906666666666666,33,1.1019841269841266,20
2021_USA-SBH_60d_11,SBH,60,34.41,17.88,33,0.967856969,10,2.099623,0.967856969,1.0332105176999558,0.032143031000000044,60,-3.437559616958768,8,0,0,0,0,24,76,Pacific,17.906666666666666,33,1.1019841269841266,20
2021_USA-SBH_60d_12,SBH,60,34.41,17.88,33,0.974931952,12,2.110759,0.974931952,1.0257126130173237,0.025068047999999954,60,-3.6861612318297765,26,0,0,0,3,38,62,Pacific,17.906666666666666,33,1.1019841269841266,20
2021_USA-SBH_90d_13,SBH,90,34.41,17.41,33,0.623854128,12,1.81248,0.623854128,1.6029388203391035,0.37614587200000005,90,-0.9777782533814658,16,0,11,0,1,7.000000000000001,93,Pacific,17.906666666666666,33,1.1019841269841266,20
2021_USA-SBH_90d_14,SBH,90,34.41,17.41,33,0.534517387,10,1.250421,0.534517387,1.870846532444042,0.46548261300000005,90,-0.7646805341978209,1,0,1,0,0,0,100,Pacific,17.906666666666666,33,1.1019841269841266,20
2021_USA-SBH_90d_15,SBH,90,34.41,17.41,33,0.830521646,13,1.723398,0.830521646,1.204062536860117,0.169478354,90,-1.775030065331361,4,0,0,0,11,2,98,Pacific,17.906666666666666,33,1.1019841269841266,20
2021_USA-SBH_90d_16,SBH,90,34.41,17.41,33,0.652311699,14,1.796177,0.652311699,1.5330094516670627,0.34768830100000003,90,-1.056448887356361,3,0,6,0,0,2,98,Pacific,17.906666666666666,33,1.1019841269841266,20
2021_USA-SBH_90d_17,SBH,90,34.41,17.41,33,0.624563929,15,1.510882,0.624563929,1.6011171211906474,0.375436071,90,-0.9796670726050702,8,0,4,0,1,5,95,Pacific,17.906666666666666,33,1.1019841269841266,20
2021_USA-SBH_90d_18,SBH,90,34.41,17.41,33,0.522986636,13,1.30138,0.522986636,1.912094748057769,0.47701336400000005,90,-0.7402107717147697,3,0,2,0,1,3,97,Pacific,17.906666666666666,33,1.1019841269841266,20
2021_USA-SDB_30d_01,SDB,30,32.72,21,33,0.975166649,15,2.131709,0.975166649,1.025465750931357,0.024833350999999948,30,-3.695567730855592,1,7,14.000000000000002,0,0,40,60,Pacific,21.666666666666668,33,1.247222222222222,37
2021_USA-SDB_30d_02,SDB,30,32.72,21,33,0.997510855,15,2.106946,0.997510855,1.0024953563036665,0.0024891449999999704,30,-5.995816000965686,5,14,0,0,0,62,38,Pacific,21.666666666666668,33,1.247222222222222,37
2021_USA-SDB_30d_03,SDB,30,32.72,21,33,0.997133349,16,1.739656,0.997133349,1.0028748923129238,0.0028666510000000534,30,-5.854610829521979,5,33,0,0,0,46,54,Pacific,21.666666666666668,33,1.247222222222222,37
2021_USA-SDB_30d_04,SDB,30,32.72,21,33,0.983702354,19,1.902961,0.983702354,1.0165676598553712,0.016297646000000054,30,-4.116734598776496,0,27,15,0,0,28.000000000000004,72,Pacific,21.666666666666668,33,1.247222222222222,37
2021_USA-SDB_30d_05,SDB,30,32.72,21,33,0.996831905,17,1.973391,0.996831905,1.003178163724605,0.0031680950000000374,30,-5.754624818105821,2,7,0,0,0,71,29,Pacific,21.666666666666668,33,1.247222222222222,37
2021_USA-SDB_30d_06,SDB,30,32.72,21,33,0.996533645,15,2.152456,0.996533645,1.0034784124122573,0.003466355000000032,30,-5.664651669390658,4,3,6,0,0,68,32,Pacific,21.666666666666668,33,1.247222222222222,37
2021_USA-SDB_60d_07,SDB,60,32.72,22,33,0.973434018,21,2.457154,0.973434018,1.027290994056877,0.026565982000000044,60,-3.628123753829834,0,44,8,0,0,15,85,Pacific,21.666666666666668,33,1.247222222222222,37
2021_USA-SDB_60d_08,SDB,60,32.72,22,33,0.934677558,20,2.445046,0.934677558,1.0698876756384046,0.06532244200000004,60,-2.7284196263980314,2,39,14,0,2,4,96,Pacific,21.666666666666668,33,1.247222222222222,37
2021_USA-SDB_60d_09,SDB,60,32.72,22,33,0.945322487,22,2.527918,0.945322487,1.0578400638426788,0.05467751300000001,60,-2.906302750969833,3,23,17,0,2,15,85,Pacific,21.666666666666668,33,1.247222222222222,37
2021_USA-SDB_60d_10,SDB,60,32.72,22,33,0.904021757,19,2.220155,0.904021757,1.1061680675899928,0.09597824300000002,60,-2.343633748616654,13,43,16,0,0,1,99,Pacific,21.666666666666668,33,1.247222222222222,37
2021_USA-SDB_60d_11,SDB,60,32.72,22,33,0.948397154,20,2.150227,0.948397154,1.0544105871494422,0.05160284599999998,60,-2.964178452976844,1,18,20,0,2,19,81,Pacific,21.666666666666668,33,1.247222222222222,37
2021_USA-SDB_60d_12,SDB,60,32.72,22,33,0.956383339,25,1.947584,0.956383339,1.045605835255982,0.043616660999999946,60,-3.132316068593857,0,59,8,0,0,5,95,Pacific,21.666666666666668,33,1.247222222222222,37
2021_USA-SDB_90d_13,SDB,90,32.72,22,33,0.827148371,18,2.073984,0.827148371,1.2089729425339095,0.17285162899999995,90,-1.7553216883025344,2,29,45,0,4,1,99,Pacific,21.666666666666668,33,1.247222222222222,37
2021_USA-SDB_90d_14,SDB,90,32.72,22,33,0.791436199,18,1.90084,0.791436199,1.2635257286228831,0.20856380100000005,90,-1.567510284551732,5,14,63,0,1,1,99,Pacific,21.666666666666668,33,1.247222222222222,37
2021_USA-SDB_90d_15,SDB,90,32.72,22,33,0.862013268,19,2.411039,0.862013268,1.1600749514217454,0.137986732,90,-1.9805977433746884,5,37,31,0,2,1,99,Pacific,21.666666666666668,33,1.247222222222222,37
2021_USA-SDB_90d_16,SDB,90,32.72,22,33,0.829619096,17,2.028388,0.829619096,1.2053724472128111,0.17038090400000006,90,-1.7697187365944538,2,69,16,0,0,0,100,Pacific,21.666666666666668,33,1.247222222222222,37
2021_USA-SDB_90d_17,SDB,90,32.72,22,33,0.829431394,19,2.422636,0.829431394,1.2056452254325931,0.170568606,90,-1.7686176819605117,7,47,16,0,1,1,99,Pacific,21.666666666666668,33,1.247222222222222,37
2021_USA-SDB_90d_18,SDB,90,32.72,22,33,0.888047681,23,2.386268,0.888047681,1.1260656622332872,0.11195231900000002,90,-2.189682221547183,0,27,41,0,3,4,96,Pacific,21.666666666666668,33,1.247222222222222,37
2021_USA-SFB_30d_01,SFB,30,37.81,17.25,28.6,0.991643531,10,2.112565,0.991643531,1.0084268880285772,0.008356468999999977,30,-4.7847193095292475,5,28,2,0,0,61,39,Pacific,17.793333333333333,32.43333333333334,1.2424603174603173,28
2021_USA-SFB_30d_02,SFB,30,37.81,17.25,28.6,0.983805703,15,2.174421,0.983805703,1.0164608692047803,0.01619429699999997,30,-4.123096135760422,2,29,6,0,0,48,52,Pacific,17.793333333333333,32.43333333333334,1.2424603174603173,28
2021_USA-SFB_30d_03,SFB,30,37.81,17.25,28.6,0.977683475,13,1.945324,0.977683475,1.0228259202192203,0.02231652500000003,30,-3.8024278435541237,16,30,5,0,0,47,53,Pacific,17.793333333333333,32.43333333333334,1.2424603174603173,28
2021_USA-SFB_30d_04,SFB,30,37.81,17.25,28.6,0.990760123,15,1.782951,0.990760123,1.0093260485414186,0.009239876999999952,30,-4.684226705105463,8,16,0,0,0,70,30,Pacific,17.793333333333333,32.43333333333334,1.2424603174603173,28
2021_USA-SFB_30d_05,SFB,30,37.81,17.25,28.6,0.990944663,13,1.823223,0.990944663,1.0091380854432233,0.009055337000000052,30,-4.704400971332112,2,20,8,0,0,69,31,Pacific,17.793333333333333,32.43333333333334,1.2424603174603173,28
2021_USA-SFB_30d_06,SFB,30,37.81,17.25,28.6,0.941977501,16,1.940123,0.941977501,1.061596480742272,0.058022499000000005,30,-2.846924429861718,29,26,3,0,0,39,61,Pacific,17.793333333333333,32.43333333333334,1.2424603174603173,28
2021_USA-SFB_60d_07,SFB,60,37.81,17.72,29.2,NA,10,1.51757,NA,NA,NA,60,NA,54,25,17,0,0,2,98,Pacific,17.793333333333333,32.43333333333334,1.2424603174603173,28
2021_USA-SFB_60d_08,SFB,60,37.81,17.72,29.2,0.869806536,11,1.748523,0.869806536,1.149680944683083,0.13019346399999998,60,-2.0387337501604956,32,44,9,0,0,15,85,Pacific,17.793333333333333,32.43333333333334,1.2424603174603173,28
2021_USA-SFB_60d_09,SFB,60,37.81,17.72,29.2,0.840283239,10,1.338102,0.840283239,1.190074909967352,0.15971676099999998,60,-1.8343532762314108,65,17,17,0,1,0,100,Pacific,17.793333333333333,32.43333333333334,1.2424603174603173,28
2021_USA-SFB_60d_10,SFB,60,37.81,17.72,29.2,0.718576271,14,1.367958,0.718576271,1.391640721183792,0.281423729,60,-1.2678938130524362,55,15,23,0,4,1,99,Pacific,17.793333333333333,32.43333333333334,1.2424603174603173,28
2021_USA-SFB_60d_11,SFB,60,37.81,17.72,29.2,0.684286038,10,1.791657,0.684286038,1.461377179231589,0.315713962,60,-1.152918658865544,46,43,5,0,0,4,96,Pacific,17.793333333333333,32.43333333333334,1.2424603174603173,28
2021_USA-SFB_60d_12,SFB,60,37.81,17.72,29.2,0.771103868,12,1.827108,0.771103868,1.2968421525282765,0.22889613200000003,60,-1.4744869503752172,43,32,18,0,0,5,95,Pacific,17.793333333333333,32.43333333333334,1.2424603174603173,28
2021_USA-SFB_90d_13,SFB,90,37.81,18.41,39.5,0.764802715,15,1.557854,0.764802715,1.3075267391015997,0.23519728500000003,90,-1.4473306063916371,49,13,35,0,0,2,98,Pacific,17.793333333333333,32.43333333333334,1.2424603174603173,28
